Accession,LineName,X4CGA,Apigenin,Apigenin7Oglu,CaffeicAcid,Chrysoeriol,ConiferylAldehyde,Dihydrokaempferol,Dihydroquercetin,Eriodicytol,Isoorientin,Luteolin,Naringenin,pCoumaricAcid,Phenylalanine,QuinicAcid,Rhamnosylisoorientin,SinapicAcid,SyringicAcid,Tricin,VanillicAcid,Vanillin,Vitexin,Quercetin,Apimaysin,Maysin,Kaempferol,Apigenidin,ShikimicAcid,FerulicAcid,Luteolin7Oglu,Eriodictyol7Oglu,Naringin,Syringol,Naringenin7Oglu
PI601403,LH156,14.6326086,6.422311565,-0.191693957,34.1865303,3.355193704,0.20565326,0.056804735,0.029284183,0.032113767,-0.003462533,0.151585021,4.839581505,283.9431092,15.11577629,4.150432695,0.05975399,0.599488569,33.96304456,5.0847614,157.7833676,477.1752384,-0.326646598,0.032398558,0.017991964,0.023359727,0.102209425,0.008219691,0.763570483,10.68095105,0.053281357,0.021472402,0.055581334,0.11237652,0.079083701
PI601404,LH60,4.748185307,1.031154093,-0.372395816,10.32936246,3.303767595,0.137985706,0.084195796,0.093669933,3.299835672,0.048241602,0.108882398,11.80346191,193.0589236,18.82929193,2.103988249,0.222269795,0.490909112,30.97103271,67.56022031,150.6073342,549.3479322,1.291275604,0.024831942,0.005613767,0.009465088,0.364218235,0.050162869,0.314831827,5.69682887,0.036958477,0.024564853,0.04664956,0.091332073,NA
PI601405,LH85,4.362948453,1.427850935,-1.076366762,4.814839061,7.387161705,0.268784139,0.184908484,0.047707756,-0.032849006,0.008983664,0.027356668,0.402282024,178.7824362,20.03220918,0.796772567,0.073355473,0.365077628,28.43664161,-0.379552572,146.8610904,460.0013823,0.03852658,0.010379688,0.010166754,0.018230295,0.103148119,0.054300841,0.372037163,7.024898663,0.03124635,0.007242793,0.045495311,0.108047114,0.017450244
PI601416,LH61,7.668736627,9.860867801,35.6873581,12.81440032,6.260562379,0.061248032,0.232349821,0.065222251,1.489145909,-0.004686276,0.616996702,8.635017976,224.1752294,23.35678769,6.10698921,0.260750006,0.361557306,29.96947832,25.55046991,163.6201541,459.6220693,34.21775472,0.008410483,1.327834629,0,0.249389616,0.714273927,0.517356936,5.736236981,0.187412335,0.0260712,0.067821302,0.135353758,NA
PI601417,N5701,5.211195117,0.573404542,-0.463224763,15.13054393,0.081263103,0.004334131,0.062738351,0.027618742,-0.066789446,-0.00727276,0.014205433,0.640648166,324.5312243,19.19529447,3.448876708,0.100979365,0.608624993,34.18607383,0.143456436,151.688213,405.7329642,0.122537498,0.009685759,0.023224182,0.047691554,0.151229008,0.013530396,0.697835506,6.199350637,0.018610724,0.030163555,0.019744301,0.073670935,0.90075479
PI601430,807,8.235647326,3.724219223,2.08804591,55.77224737,10.6540623,0.114339909,0.316383973,0.026060942,0.041914759,0.005073776,0.045149235,5.685926779,314.6125244,17.28168756,11.83349092,0.096131182,0.334577613,31.34430801,1.305986717,177.9735868,472.0706241,-0.281268121,0.034397848,0.015625697,0.014712515,0.117808733,0.023128259,1.253925961,12.22031974,0.060261025,0.029899917,0.05944236,0.034899394,0.228011167
PI601438,78371A,4.021093138,0.346364786,-1.111109966,10.86496627,0.598193963,0.589287447,0.091408357,0.02337002,0.581329902,0.023741148,-0.026659428,3.423035878,218.7992618,16.18230602,2.199504837,0.30790991,0.369026291,33.66684211,-0.708200976,137.1931005,423.9113914,0.304116608,0.012125951,0.007795786,0.111461219,0.235480532,0.001012304,0.527081911,4.678483069,0.015936664,0.029283771,0.090614334,0.232389078,0.461052089
PI601440,MBPM,4.20340382,14.72236153,19.43155091,22.67270256,39.80055647,0.080727354,0.057231273,0.022958674,1.160448142,0.002163579,0.101429499,6.905794733,205.8050448,28.16491162,0.963786163,0.072741493,0.639781377,32.85913993,27.27147138,148.6932002,491.4555249,2.149711455,0.023595613,0.017600817,0.015156203,0.310819113,0.064723465,0.235613299,7.604182223,0.044811939,0.008942965,0.085575658,0.144001423,1.310808147
PI601441,PB80,93.67682991,0.122129308,-0.898437374,15.67836209,-0.118429258,0.023553169,0.273852212,0.16629138,0.403170626,0.13074238,0.086667403,2.998243651,205.7302702,11.74484646,6.663803002,0.084134924,0.313336626,31.26824561,6.731317968,153.5317112,373.2199372,-0.223744718,0.016230832,0.023638663,0.018671119,0.189508711,0.043652076,0.719019933,8.198039808,0.081080505,0.031874245,0.061816369,0.110011667,0.568108112
PI601442,PHG86,4.326720603,1.170411983,-1.088633697,13.89621968,0.092589,0.106956117,0.309555175,0.095664981,0.159465302,0.045607274,0.125167931,2.964425966,219.733221,25.80481246,2.010429039,0.086148688,0.720008001,35.15078643,15.36294037,148.6908677,441.4504612,-0.239657676,0.008647151,0.014620163,0.034853794,0.026764695,0.033634933,0.528100649,NA,0.080157654,0.029179872,0.04397485,0.133279221,0.328006216
PI601457,IBO2,4.469256769,-0.28436064,-0.953445054,13.29888791,7.034494025,0.196825431,0.07424647,0.024796168,-0.004960882,0.022959025,-0.003413862,0.50862247,227.7293933,22.55424556,4.986554282,0.248918335,0.464928362,28.77274845,2.088134757,153.8234518,475.1054548,-0.274798878,0.004121952,0.004302832,NA,0.096450985,0.008833879,0.171270859,11.15869637,0.021467374,0.015213568,0.049120568,0.04671127,0.07567981
PI601458,IBB15,4.61928662,-0.483415967,-1.18250428,39.07410892,1.851570726,0.163095263,0.085083571,0.018766505,-0.076191824,0.034462359,0.031773226,-0.04025323,231.237548,16.04344408,6.771605745,0.094435315,0.709776589,37.14632307,61.00050009,153.4481511,487.2956821,-0.31528125,0.02334397,0.002652719,0.030216609,0.161108762,0.012739726,0.271408369,9.273572715,0.038175475,0.030385202,0.07554906,0,0.027498076
PI601459,IBC2,7.484851524,-0.263610634,-1.166493034,38.0916436,0.07785082,0.230005676,0.048403812,0.011760347,-0.075406678,0.019007146,-0.059978153,-0.014241763,241.7586127,28.90673046,3.238927568,0.061712259,0.608054374,31.91873183,15.85096447,155.7732665,497.1267609,-0.327514924,0.017795249,0.014344444,0.015709569,0.083046515,0.028875238,0.670422384,7.085557139,0.01775353,0.024947912,0.0181884,0.101412044,0.023630749
PI601466,LH59,4.722514121,1.267916339,-1.104031789,18.91586224,-0.679891568,0.327793959,0.170502352,0.126325987,0.354829799,0.042009594,0.121646004,1.122876794,173.7673343,16.26170114,3.685342877,0.43513238,0.471622471,26.98960477,-2.523515778,136.6671206,382.4378719,0.723459177,0.011603829,0.014884977,0.020912503,0.220373595,0.074984691,0.448233318,7.581158373,0.08340912,0.00311848,0.046760703,0.056500164,0.221958673
PI601467,PHK05,4.223980801,-0.48558946,-1.220470712,2.656477756,-1.124610915,0.066253414,0.073301053,0.029277612,-0.103912994,-0.003517319,-0.004189688,0.123982316,211.8468659,11.88221504,42.79854544,0.041969848,0.103851942,34.81296908,-3.516879763,NA,386.590413,-0.283892649,0.06780597,0.014272204,0.012153915,0.048653735,0.037915423,0.436223133,4.315685646,0.009492672,0.016344991,0.051347012,0.083810665,1.350299485
PI601468,PHK29,43.75010003,-0.506690735,-1.202637198,4.020418193,-0.968028191,0.178275125,0.085705424,0.019819152,-0.107864671,0.038373179,-0.035598179,-0.01138696,206.5782996,7.063898918,15.16013346,0.197137514,0.303820995,33.84285202,6.00755519,157.4352538,565.7972873,-0.312015776,0.021983333,0.009358474,0.01582514,0.057486749,0,0.534626655,6.674400537,0.013814229,0.026997958,0.008215942,0.07106756,NA
PI601469,PHR25,4.435191666,-0.428979261,-1.229298527,3.387633242,-0.662353869,0.162280348,0.074089356,0.024491105,-0.075726935,0.050208451,-0.032984255,-0.132364342,237.0111793,35.33102449,48.92655085,0.134583948,0.112489577,40.98086995,-2.574267573,240.4078354,535.5925838,-0.149363022,0.007020795,0.012846296,0.018702086,0.04606967,0.037938889,0.369377125,8.304796764,0.058013794,0.035755177,0.010953527,0.069877715,2.292911675
PI601470,PHV78,4.501605205,-0.258913766,-0.465927757,6.434690236,0.938997872,0.289286359,0.063943683,0.014578444,-0.017453242,0.051068332,-0.030592586,-0.181415066,271.1477828,48.64274991,35.40513072,0.289031015,0.113715494,40.76583462,0.418401929,220.9857553,494.356528,-0.227076367,0.022310895,0.030598735,0.022526002,0.111205766,0.030910596,0.524505898,6.893900902,0.208326624,0.01935461,0.008716829,0.063341456,5.285581177
PI601489,740,4.722355925,9.000453665,17.06952125,10.49072525,5.530165095,0.086426736,1.103174498,0.107443189,0.870253922,0.041741405,0.059122209,11.90935089,193.8508735,17.38258692,NA,0.208146029,0.351699355,31.43564292,16.6966945,186.1201317,381.7441596,3.816744544,0.020473135,0.008219222,0.006637358,0.241579036,0.056783546,0.470559639,5.24656473,0.037188325,0.044582116,0.085380731,0.140890338,10.52217271
PI601490,790,4.367780678,0.098819014,-1.130581395,4.211874203,-0.457940962,0.093214542,0.101335971,0.032386642,-0.077836048,0.024532037,0.004230856,0.085122402,263.0684895,16.34513473,33.59874242,0.087905808,0.185827468,42.5214554,-0.23560114,193.5244447,492.1276207,-0.298361703,0.015117845,0.01805444,0.012426286,0.254645901,0.089361308,0.323296386,5.552519543,0.018819882,0.015676516,0.015034751,0.133239051,4.02552606
PI601490,787,4.367780678,0.098819014,-1.130581395,4.211874203,-0.457940962,0.093214542,0.101335971,0.032386642,-0.077836048,0.024532037,0.004230856,0.085122402,263.0684895,16.34513473,33.59874242,0.087905808,0.185827468,42.5214554,-0.23560114,193.5244447,492.1276207,-0.298361703,0.015117845,0.01805444,0.012426286,0.254645901,0.089361308,0.323296386,5.552519543,0.018819882,0.015676516,0.015034751,0.133239051,4.02552606
PI601492,793,14.76567575,-0.310284505,-1.20055891,3.392378968,-0.737711945,0.049434246,0.076042186,0.033627867,-0.10062266,0.032864219,-0.04731705,0.004802468,NA,23.97724473,49.95145111,0.075577643,0.120863428,38.91527566,-2.779696495,189.0664422,NA,-0.017507304,0.031642235,0.028749915,0.024076181,0.085335439,0.066380123,0.3381421,4.098319175,0.043163964,0.022395594,0.012046303,0.032063688,2.087482754
PI601493,LH149,4.346700681,-0.095618872,-1.211219451,2.790221186,-0.997025732,0.025301614,0.063131843,0.01670337,-0.033334416,0.029544215,-0.040700989,4.507417901,189.9088829,13.80509843,43.42403278,0.05040886,0.103087307,34.85354938,-3.319246439,232.2033861,534.4992806,-0.266828541,0.008702563,0.011229719,0.013841165,0.036463546,0.042771536,0.243563327,3.050811789,0.006969344,0.007136154,0.007654201,0.114721892,1.547932809
PI601494,LH65,5.53143969,1.338120341,1.322114769,22.11770168,3.132365976,0.047083095,0.117747912,0.205273231,0.244988501,0.115118018,0.177089424,1.117576618,194.4218399,18.48022719,15.95070515,0.192328983,0.287434972,27.35542484,34.0683129,157.1067278,394.5769983,1.132168201,0.021805978,0.032306427,0.008823266,0.415052749,0.083679778,0.765372335,4.872425629,0.174438838,0.018878214,0.058699874,0.176052431,NA
PI601495,PHK42,4.986987034,-0.065496031,-0.967909908,10.3994157,1.141478602,0.135576485,0.071603986,0.021830313,-0.107350922,0.079602313,-0.014679798,-0.060647361,303.7686012,11.78261046,34.24428366,0.095721128,0.120683243,42.21749674,33.63900491,297.6079346,447.5438563,-0.249834709,0.015936683,0.006258884,0.022759247,0.226608784,0.071046092,0.357427353,6.409960597,0.01995297,0.030099435,0.01108127,0.13884663,36.00461601
PI601496,PHK76,4.962855586,3.397243854,9.450224308,5.151312582,8.638457306,0.345742896,0.227656181,0.098552366,2.184672762,0.062677003,0.211790028,21.23334207,201.1616456,9.255580525,2.44638853,0.202710884,0.199903231,33.05664372,201.2746874,156.5204456,451.6715057,1.380913944,0.025862443,0.023899717,0.158161249,0.986016013,0.275633333,0.639264869,7.329802944,0.072451992,0.014586726,0.045507821,0.029800664,6.47454969
PI601497,PHN11,4.577159455,0.289025577,-0.681658977,23.73055529,1.747700206,0.108961097,0.070576586,0.03092094,-0.048897825,0.053223281,0.093838534,0.241146133,197.4848936,11.33219944,2.678394553,0.110283253,0.745047251,28.14040906,5.186357829,154.1882125,525.9637501,0.094623137,0.024655914,0.011777524,0.028896473,0.317313552,0.010477816,0.303607239,6.789376625,0.078761515,0.040973149,0.080853769,0.103589832,0.838408906
PI601498,PHT55,4.532124014,3.947284518,1.298315485,11.09895153,1.602589868,0.232121461,0.331280584,0.072839298,-0.035913153,0.05025539,NA,1.718921833,190.2362852,18.04507885,1.595910616,0.130149521,0.300819141,28.53912873,15.89227521,159.6833653,514.3131727,0.756414329,NA,0.03100215,0.040701402,0.564723719,0.087046777,0.457008306,8.384155496,0.185302534,0.018593294,0.076341317,0.072127776,0.223034763
PI601499,PHT77,4.655728009,-0.002849507,-0.88388243,8.8053691,2.767690873,0.607646007,0.069393958,0.04083002,0.031099436,-0.002548989,-0.027124423,0.428776246,193.8580323,16.93725164,2.109894803,0.161743781,0.36784851,26.21951356,3.901400918,145.7983183,463.8867041,-0.317224448,0.011514413,0.015160614,0.024826886,0.187477967,0.014280254,0.519063486,5.666804212,0.03149749,0.008499935,0.045271375,0.108145556,0.07864145
PI601500,PHV63,3.979333707,-0.531098013,-1.122658859,4.772849651,-1.077412947,0.211131783,0.086880267,0.024757033,-0.128213012,0.004564472,-0.057508665,0.010238659,170.7766052,10.13281376,3.819237201,0.050174634,0.442899382,28.21237389,-3.84243082,154.4786337,461.0908911,-0.333740148,0.010521156,0.002909895,0.022853989,0.049984834,0.00695997,0.347288937,5.452507996,0.002896235,0.007050782,0.072565643,0.138756653,0.042373429
PI601501,PHW65,4.810183568,0.146838931,-1.13414194,15.65934857,1.658214447,0.121673065,0.082177813,0.044839102,0.321344982,0.012825048,0.180148945,0.878698083,217.9695724,5.101576245,3.714773486,0.197061681,0.36016381,30.36030881,-2.841833719,149.508731,488.8645334,-0.152115578,0.004082572,0.03305974,0.015071296,0.168593655,0.000884009,0.288144729,5.74936124,0.015302396,0.01232924,0.020163464,0.10338302,0.293467853
PI601502,W8304,5.279425209,-0.356942015,-1.167654279,9.764957154,-0.86450571,0.028867448,0.074339334,0.035848014,-0.001615179,0.181456436,-0.021707983,0.018021905,217.6823572,10.93155957,8.080944266,0.096840808,0.464954875,37.422661,3.630672871,195.5835411,462.7477116,-0.181125567,0.029026971,0.012716708,0.010064103,0.364922484,0.065045819,0.496465874,6.335473604,0.093824614,0.029272862,0.005288743,0.097988856,1.860170214
PI601558,11430,4.286608086,2.341564702,6.987674326,29.26424653,16.25624599,0.401721941,0.071613904,0.031765754,0.247256176,0.001986676,0.043405627,0.239636638,228.166949,13.32636474,3.663080971,0.1048135,0.801620599,31.9348369,14.72574018,139.4786412,444.9600351,1.178551055,0.018684211,0.011780964,0.009550249,0.305503616,0.049693994,0.282903063,7.302565365,0.078984465,0.016558312,0.088681811,0.12756214,0.396654807
PI601559,2369,4.991281524,8.024049253,-0.253264617,8.543691333,1.383802457,0.032529279,0.09342823,0.030088979,0.484258771,0.008537197,0.132000027,NA,193.0453704,12.46481298,4.483864512,0.090343357,0.334532729,27.35839778,32.85710414,146.8335817,432.5114702,-0.290628048,0.008379737,0.007501025,0.013102674,0.23845095,0.003501629,0.207534964,3.688069461,0.044435068,0.008063515,0.054254327,0.108579631,1.122109535
PI601560,2MA22,4.144507476,-0.110831898,-0.370521444,5.987534849,-0.020821219,-0.017734518,0.099526062,0.022842408,0.078654872,0.091715054,0.026494085,0.856723674,190.2754385,17.29984554,3.023954891,0.143234352,0.141993604,31.40043186,4.367079556,141.3373441,458.8702787,-0.018160824,0.004988547,0.029676818,0.022301311,0.215743823,0.008232662,0.413957,3.969991331,0.035230084,0.003225907,0.077810098,0.046633258,0.489848391
PI601561,6M502,4.812403391,-0.254693323,-1.095784758,14.19038683,-0.617993461,0.205803294,0.083232592,0.025106753,-0.090837733,0.005511204,-0.037145037,0.078817324,200.6306762,21.92096606,7.45728145,0.068816262,0.309075418,33.56347284,-2.950059047,164.9244306,599.4985088,-0.287019748,0.022199275,0.016532899,0.008707658,0.084858773,0.036167224,0.514116544,6.382564015,0.015817398,0.027502461,0.060520509,0.062835836,0.704765314
PI601562,78551S,6.152833141,12.46091804,NA,34.47812133,25.33747365,0.161022958,0.135639414,0.022630549,4.28079723,0.371140174,0.228766136,NA,245.5087674,15.70560348,4.668989929,3.648206377,0.461347672,30.91445896,77.67779748,149.8279642,422.6994325,13.65357438,0.017151587,NA,NA,0.442558384,0.023058494,0.359491054,7.79409051,0.38247813,0.027862563,0.171818182,0.131700196,6.045995988
PI601563,87916W,4.445517794,-0.339069309,-1.166715941,12.43167759,-0.825490238,0.022862557,0.166553894,0.149238314,0.093629567,0.01869816,0.043532327,3.20303338,209.6275946,19.42539112,1.815602328,0.09440746,0.512590347,27.7848781,15.66706992,136.8566986,368.9430386,-0.338168251,0.015478691,0.001823266,0.003022222,0.25706233,0.0052,0.341267226,4.814258459,0.015285712,0.016747619,0.025708545,0.037396998,0.159237242
PI601564,HB8229,4.579718589,-0.376247596,-1.210145156,31.76918816,-0.28272928,0.095143787,0.072398866,0.014301288,0.033393473,-0.004643452,-0.039841987,0.513029519,200.3891874,13.48590968,8.434330483,0.129048807,0.521190664,34.07068833,17.67282978,161.5888263,616.4372264,-0.115659006,0.01937312,0.015201467,0.005314875,0.258763681,0.026384619,0.91251195,6.619061237,0.016179489,0.02950089,0.102547058,0.160935558,0.049243393
PI601565,IBB14,5.14614212,-0.087214757,-1.178016688,44.76871858,-0.317661746,0.149608268,0.09777235,0.023181726,0.098566829,-0.005543549,-0.013664348,0.211157246,236.5337993,15.36589604,3.886419253,0.052455203,0.907601725,33.48756443,36.4656634,168.555053,590.9188645,-0.184718163,NA,0.014780348,0.020707211,0.293756078,0.012581369,0.633202026,7.285363803,0.009164093,0.017475681,0.074218382,0.088787504,0.051464502
PI601566,MBST,4.04269028,0.039396804,-0.626188079,8.12292361,1.13206998,0.266759766,0.262924732,0.080923724,1.246997929,0.006903549,-0.024860757,4.577260873,216.0370039,17.35939142,2.711298156,0.073617234,0.33109881,36.63518564,13.39258596,140.3591553,426.6480148,-0.040257622,0.031600914,0.012778676,0.031482676,0.1073389,0.038938394,0.6176737,5.437378882,0.061394748,0.030573549,0.155077179,0.135411703,1.912710337
PI601567,PHH93,4.473832394,0.155164318,-0.713137678,21.49588815,0.889551017,0.141617207,0.072132963,0.07321906,0.121391886,0.007984925,0.003974846,0.459006205,186.8789209,17.7398627,1.151801299,0.086091068,0.565708286,28.46928339,-1.172615467,175.8606643,536.9656716,-0.249566138,0.02749949,0.012369442,0.029413469,0.116049464,0.007842809,0.112716756,8.232398186,0.015350327,0.016308254,0.078871332,0.121584894,0.06500468
PI601568,PHM49,4.716020968,6.014293499,31.70155739,24.384303,5.8799203,0.103635383,0.104436171,0.021532892,0.234499398,0.013950695,0.118746629,2.128952888,217.5735485,NA,3.812852391,0.054220941,0.422940012,27.74948152,-0.523753792,153.7309092,523.8639533,0.052814055,0.021694431,0.006026329,0.054924561,0.105758423,0,0.123629596,5.288965657,0.231480205,0.045933621,0.055825524,0.073100036,1.1539031
PI601569,PHN47,7.5558148,1.178031413,10.63516811,25.74993001,7.92019887,0.342759575,0.088785121,0.020124122,0.306834752,-0.006597078,0.138114228,0.479369724,254.2632214,11.35037559,7.268507692,0.196030904,1.411334541,45.37633905,19.24048287,162.0991888,476.1007479,-0.302802632,0.009470708,0.006996587,0.020074567,0.501873378,0,0.515287211,8.678820404,0.211411313,0.011879499,0.012226596,0.352986799,0.175461934
PI601570,PHP02,6.668156658,-0.473609741,-0.882379032,12.84789599,3.810113464,0.033802072,0.055529372,0.01649391,-0.083177278,0.031754686,0.020595918,0.184595676,213.9455812,23.63968637,1.833068391,0.152823589,0.369932049,31.7791908,119.2922425,154.0536714,454.6387619,-0.316453054,0.016961162,0.030358488,0.025149373,0.189324539,0,0.371038132,5.536112301,0.125388146,0.01041158,0.014073979,0.03138777,0.053483938
PI601571,PHR32,5.043042983,-0.513703898,-1.206951467,33.03491834,-0.997903845,0.289772445,0.090026472,0.025178658,-0.067514117,0.025679591,-0.05563634,0.423809353,190.4200912,12.07231628,3.334504865,0.078025251,0.208021729,29.11189957,-3.113079555,142.4759316,538.3166153,-0.335754239,0.028856909,0.021152165,0.017510427,0.146739537,0.044491101,0.725997629,5.426485177,0.007564107,0.023292151,0.068402039,0.110983143,0.057835238
PI601572,PHR47,4.842464408,-0.118198893,-0.988196393,19.0252117,-0.510784346,-0.002486588,0.299634994,0.075835431,0.171800792,0.012610906,0.010406315,0.579947187,264.863672,NA,-0.938519082,0.104881147,0.839753257,29.66474592,-1.773856995,143.0901303,418.8885557,0.046378984,0.02663523,0.066643733,0.046539373,0.239088075,0.003894558,0.535935374,6.909415584,0.03618893,0.010919913,0.04814162,0.10103355,0.055585962
PI601573,PHT10,4.018774984,-0.218332631,-1.156937122,11.88551749,-0.497108332,0.007720834,0.863521308,0.053081655,-0.032269899,0.051990608,0.005754329,4.568339334,220.5608854,15.70785864,-1.290904615,0.057441069,0.325770025,29.32615721,2.171627044,141.0226827,411.2487737,-0.338540281,0.012028822,0.019604056,0.030065147,0.150680187,0.011431443,0.344323462,3.292992735,0.020446702,0.021072568,0.014080465,0.143657718,0.801693174
PI601574,PHT60,17.43773735,-0.438613719,-1.198915262,20.62506865,-1.006220318,0.485844551,0.054323746,0.017984146,-0.029963952,0.00297912,-0.046596284,0.593388877,320.0321538,13.02939255,1.466787018,0.081170423,0.404719934,35.60821359,3.856303082,132.1185356,373.6127012,-0.309904408,0.013527343,0.006908035,0.01966138,0.106124031,0.028064286,0.631024738,5.635939778,0.01662739,0.010848559,0.040187224,0.15689489,0.032623423
PI601575,PHW52,4.449071129,-0.029022526,-1.137754092,10.60791034,1.721560065,0.036886399,0.083585264,0.015407628,-0.076390119,0.046921319,0.019100841,0.027934378,170.3499688,19.49472859,-0.85303051,0.157933969,0.395639212,25.49573009,-0.335195846,138.4721244,411.4436433,0.10803263,0.011612337,0.009869073,0.002231183,0.133031222,0.013096774,0.366034951,3.582366995,0.042085744,0.032694298,0.071617352,0.041776755,0.073406022
PI601576,PHW79,5.821002124,-0.528513326,-1.207359147,16.74206865,0.993962975,0.094997096,0.062775697,0.024168104,0.279674737,0.077478667,-0.01970263,0.281301109,216.9644163,10.50610526,5.695262638,0.703038726,0.590007679,40.59719198,-1.417497728,161.17327,459.6089314,-0.302720177,0.012777188,0.00807388,0.037690792,0.121340585,0.151864091,0.590918659,NA,0.040651507,0.020451113,0.07200653,0.093920743,0.035732907
PI601583,NS501,4.707204802,0.572987018,-0.637438197,14.01697211,3.085996921,0.020867547,0.074478963,0.10099583,0.314671077,0.070204883,0.292257635,0.317292986,185.689049,23.29727272,3.185945738,0.207291916,0.433958703,30.00956204,NA,163.4230053,494.3425796,-0.081456221,0.017941798,0.007305663,0.009153928,0.373545752,0.044565689,0.14127837,9.266864184,0.068367606,0.004171173,0.090561574,0.070177855,0.051554293
PI601584,OQ603,4.345317449,-0.253269143,-1.165753097,6.425052841,-0.480354597,0.093691338,0.062506691,0.023877228,-0.10590674,0.016316846,-0.046691076,0.33663167,179.9468814,11.83089021,1.279961345,0.063388031,0.351984065,29.40111855,4.765732008,171.7629203,501.7994343,-0.094646508,0.014292761,0.012152769,0.011373043,0.106014132,0.010973154,0.438429965,5.775348858,0.018215902,0.017542348,0.052976799,0.08588917,0.013075258
PI601610,H8431,6.708795928,-0.413620572,-1.185881818,8.899510417,-0.755171045,0.136011909,0.107553179,0.025834455,-0.139478752,-0.01707184,-0.052157306,0.162852591,210.0421609,6.236466617,1.679648379,0.132292761,0.270720969,31.93466512,14.99934635,154.2431426,461.1551655,-0.217257789,0.015036176,0.024939412,0.006092346,0.180293769,0.004193723,0.37547722,6.841483979,0.018729349,0.023667305,0.057072883,0.144568075,0.039325829
PI601611,58324,14.45574095,1.489566261,-1.08351454,5.902922847,0.646880822,0.047842848,0.28890002,0.052084242,-0.079804262,0.010025992,-0.001954395,1.590800557,205.3874988,11.97135746,1.212767703,0.112556259,0.296732495,26.99105984,-0.962000008,143.6276015,404.4489275,-0.298940147,0.005838817,0.015375271,0.014012454,0.101352333,0.001988506,0.302114437,6.841668763,0.020348422,0.014148957,0.062930072,0.071716414,0.111978912
PI601612,58326,7.454353766,0.726549107,0.279174455,21.40114886,-0.102300322,0.104311544,0.445586588,0.146542723,0.426778799,-0.003292762,0.041210461,4.197171145,252.8799371,19.18845304,2.983463827,0.343501173,0.202050277,28.65238051,9.370038906,137.524968,396.8935941,0.674324679,0.013485826,0.013603816,0.014252799,0.180290944,0.071166693,0.934880135,5.985393673,0.024424143,0.012399349,0.029153359,0.113911843,0.945303517
PI601658,I538,4.378356379,-0.035294984,-0.420915759,13.40094273,6.344815386,0.124573312,0.086100854,0.078459061,0.622043083,0.014776547,-0.009844421,0.692744267,197.7677938,11.21039278,3.856123286,0.129982101,0.500919975,30.84937325,NA,159.8078665,405.9561741,-0.314734004,0.006402821,0.001047808,0.016914779,0.890400254,0.051473354,0.397413714,9.171302932,0.060298026,0.010517095,NA,0.225476364,0.14041165
PI601683,CR14,14.7579706,0.147100974,-1.196610348,11.82674478,-0.244718675,0.157692732,0.233815065,0.045123727,0.585468657,0.057122969,0.218020232,8.711699785,200.1972475,19.72589002,15.01667684,0.074451356,0.575644544,34.20527955,9.023157041,183.1665213,463.1839475,-0.307757649,0.007035834,0.017047266,0.050452749,0.308298933,0.005447197,0.739057695,8.418137031,0.096406469,0.008998698,0.149966555,0.073252463,0.153055946
PI601684,WIL900,2.07265698,0.62705112,1.522286208,20.9002952,2.207029901,0.151054853,-0.079716496,-0.019809806,0.086424468,0.022401747,0.056284192,0.452924431,165.0216399,28.8265596,16.56898819,0.056089686,2.197701369,29.61219311,24.26018754,80.41087464,546.0463105,0.30275374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI601685,WIL901,-0.079843079,4.532795722,6.803440609,4.329377727,8.112944857,0.272457048,0.026522416,0.008329983,0.51221162,0.027099099,0.237236157,2.647306785,154.5080014,19.62294229,15.27414897,0.125933124,0.744497043,24.29220327,27.14623869,124.971202,NA,1.397700656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI601689,WIL500,46.95268906,NA,1.40109669,62.08915112,2.722641132,0.366395062,2.435548272,0.081305342,1.056834182,0.053981185,0.13678596,NA,492.329728,56.03608838,18.75461005,0.077863301,1.268908826,87.5573545,4.58706946,117.8052128,203.9822652,0.198127555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI601724,E8501,1.916743196,1.872163489,0.966978205,2.916021784,3.324700121,0.058952292,0.131326298,0.654892745,0.433381285,0.033584402,0.279549986,4.414547091,5.045592604,24.77368342,14.88407609,0.208160644,0.136710843,15.89625088,5.742561814,137.0919899,408.1234289,0.303215903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI601725,J8606,20.33890223,0.670468632,2.233988205,14.17382078,3.121024585,0.099094055,-0.074637098,-0.018926283,0.192923249,0.054476332,0.075179892,0.39232129,125.8135113,125.9438884,21.41742361,0.489705656,0.171489078,16.20653663,NA,227.8408343,356.6496779,0.497535973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI601726,L127,0.654098751,0.62672791,0.831607341,19.91459733,8.164153644,0.180148737,-0.072016109,-0.009977627,0.098518453,0.025069075,0.043397329,0.363524975,137.9777475,23.13440383,13.38799338,0.099034303,0.421378174,35.6253021,10.06301725,198.9444928,598.1839822,0.181992553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
